day,ua_browser_version,ua_browser,ua_form_factor,ua_os_version,ua_os,page_path,page_resource_id,page_type,page_url,location_city,location_region,location_country,referrer_host,referrer_name,referrer_path,referrer_source,referrer_terms,referrer_url,total_sessions,total_carts,total_checkouts,total_orders_placed,total_conversion,avg_duration,total_bounce_rate,total_pageviews,total_visitors
2021-11-22,343,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2bK68XayUnRAraVCqCleH1Fm1WdJ4B7mqLOpvm4TU8rRQt_Vkw6ht8siA,Medford,Oregon,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0FbDM_2LGk_HissARIEgr83_Wqmk4PS67rymZbq0e5EH57g4ly3cy5WeA_aem_AVVsbRSVOWYQrY-5i8xp9e4_2Nq04ysqd5n8lAgVfaHMcIqZQP6OqGPziLFuJ5Dma1Pczw_wpUejjFLac5KZ5VFWviiwJ_Pt4j_tncbgKqSG2ArLxvj5YxrDM8unrZcnooM,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,344,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1jHwZBwM8rwi5ruXh9YPAcjesyhSC7pGC0PEkvacJM-bbomdFDm2qMNVU,,Missouri,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,277,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Rocky Ford,Colorado,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,,,United States,,,,Direct,,,3,0,0,0,0,0s,1,3,3
2021-11-22,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0KteI2L92kLvOqcOXs9O52CqG29Mav5MK3peGSymaMkHA0tKvlJgPwpv4,Woodland Park,Colorado,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0k-W7-bfnqaVXGF0kz10Iu0_3Wak9GqCD7NcdNwUg3Woj3eM99qXhfFW4,,North Carolina,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1uaiEgNFjHBVo6mS7Bozvm4Li_i6mobFxhjiHkka9uAidvFP9cTvL8K4c_aem_ASkgzl0dDqwimlo-J4w2tA1qYQUiPbOCmnet-vjp-OqZjQ5hkpWcJFETmjEDOpsA1uqHH-uh_rox1BrBpDJsNkA19Ga41rOjBWwKZARTVJbfObSHhVd27ZagLO0pWXR3GYM,Salinas,California,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,38s,0,7,1
2021-11-22,,Facebook,Mobile,15,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR12dRewnn2Da9BRAf7hUR-_zW4yd5OgL98c-TNeU_b7PpebbM6Z0ZOvlW0_aem_AYOL9_DMlKeAVdc5B1OpFu-PCOKL2a3R5O1vgpYih_jhtgp0XjAvRQtv5tGg8udfIraUbl_fOCqec51dnWcwgoy5HmyL2R22Nj7CmG41nueQG7Xa0QprVSYR-OsI5bgDU-M,Richland,Michigan,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,15,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2kgtFEIhzXNuNk-RsdhNxgf36J3UshmtZWrq3fHKLT3I4NW0nUi2Y3uSc_aem_AYOGs4DE0uwV9qhO-p9uR1yxeS3KtgB7p6nRxYIikHfalddU6712TNtKIQ_9-w6nPyMdzm1ztAb_Q3DXtauUqA3Ht2-CNsyRztMBGA0WjIG4K1_nFRYcj0iVIJ_l4YvVN3Q,Katy,Texas,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,Ashburn,Virginia,United States,,,,Direct,,,13,0,0,0,0,0s,1,13,13
2021-11-22,,Facebook,Mobile,15,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0NtTs9ksQo0e_Le7iODNHsn-5oBpjQrzXLavHORR5Zhge-Qxjri2J75q0_aem_AekhhvEuqq0WBhVDSB9O9kWSd07Vwb13OHIGfM12LwNx2DDLBrqK18qBhRIlj4EEi9531rO7oJUyCOSVk9k8CbSDWy0k7LZ382c-XgYHhV0ft--QiW5pKPqUzA_AP7tQqvE,Hollywood,Florida,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR23CE0kG3JErIhxPzyxlF1HpcpDm-I2edEL0ki8hAuoOSbS4LrYxkUvCAo_aem_AYMSvvUOikG8b2RJgu9BARYnpUe4bFxpBRSVogh-p70oHAdRHzT61c5nK4zPnYHXVbTN09cd0WBeklYSZw1F9GCnZbrDhcHWjqBPyBm3ninlw-Zc_YmwVAO2ZZCGPOjhOhk,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/terms-of-service,27111587918,Custom Page,https://thebeardroller.com/pages/terms-of-service,Ashburn,Virginia,United States,,,,Direct,,,12,0,0,0,0,0s,1,12,12
2021-11-22,343,Facebook,Mobile,8,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2tXcxP2sFcu9ZlvB-LhlZMEHMVqdsEnIPG0dytF0WI8mZheo5fyJdJwNw,Boise,Idaho,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,7s,0,2,1
2021-11-22,,Facebook,Mobile,15,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3vSROM8-lEmbUnHyBSGYUVcC0NLSmMn-FlP0FjkcZDPdJtEF1xccaQxCM_aem_AekEptEyYFmpd_3Q0wQ5sbTD1JzW3HWCZj6t8RA5UiCfjT6-B0u196FqgJ5dqwGRRA2TuFCJkzn1RzTRiNpxWgzlEarrMYEAdUB5dGpKswVPUgq1NAETDNCeYgO5bRuWXus,Gardena,California,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1akAWxnD6oLlLomwVz1znei_b0tDDkU0b5iJhuoNAfuhU-bmhKXwmUshw,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0eK48gPVBzJ7xggyPfFc7p-ypF5ZF_Cmvg9E7ddRgY_2iuoLK8cVC8afA_aem_Aemv_GjnNVrNJN1e5i-Qf2q0ki7oCHmnKEriMfqjki9Uy9CZxIgwV2V1lddv0Wbd8LH6T_aWtaK--KY_gLdRUvnekDAAZKIxB40SUW5MkftAq5QEG0mtUZJMN_xQH07wNvM,Houston,Texas,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1jXEOsI-2D6VvX7nHvVH-Mjj5VccA9EH0o2_rDZTIXyI0s9DvQx1S5VAI,Dayton,Ohio,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2PpCR4g2Bu8qWCmjbigMHh11rYN3sLaCUMSnCvUR6zR24hClJwsFmWnU8,Chicago,Illinois,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,15,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1oGTUU_YWTLp9LDSPgBo4vzsZWjtyCeXB3IsGiEu9iZyuJ8d4TBh8U6fQ_aem_AVUMKu8Ft9FKp6Z6qNlY-aeqMoF2IxqW_GW0hZxWA1Fm4OH3LNjbNU6jwxUDaGPXpBQV_FaFpNmeHJWikFuQBO47tVH2Hs9PzYxPNUycEmV1BDaVTqcJ1QdjmHQJ47zMFXg,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,38s,0,2,1
2021-11-22,89,Chrome,Desktop,11,Mac OS X,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?_fd=0,,,,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,96,Chrome,Desktop,10,Windows,/orders,,Checkout,https://thebeardroller.com/9854287950/orders/6f329674ed75dc3c993bf70a8741b3b7,Carnation,Washington,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,96,Chrome Mobile,Mobile,10,Android,/apps/help-center,,App Generated,https://thebeardroller.com/apps/help-center,Rocky Ford,Colorado,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,339,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2zCKdAG23dts4sQt_Pfhzhv44_bv9D8x51xpk_2ObZjDefvjJLwh3wyJ8,New York,New York,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1YRI8sLIXgqI988faTnoip3cN59bP14ITE-2QN2CnG3FjJdC5mjaIGwYA_aem_AVWzWJHNu84kcRXnzI3UdKshMGwsxUgMxbtXOXbtQ_1q9x40KI1m_nsw0tbhLggQN0MYDWeVN9O9f1ntfC7nBfR2r3n4Kgx6-MTWbFfzF6FalGGWHlW7Mxq5an3fFmANr28,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3NPAUfYLj1dj0xPloC40rLAPEM_nmKbAC0Ud0Lrt3RgeoslL0C17duBWM_aem_AYOZUipeNNZ2mAZOYGyURfgsbChC9YxGcwBVaSzd3hlnCbPfsGTcMVKycHk1Q7qtAP5ETXE-YmfO_vOJpowDVkUVsr5Yy3zVVE4Kz7vS-gJ_6U1xUWpjP_JHMCUoK-DWKtU,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,343,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR20pIYcjuPo0xKZXac_k0-nsAdfkdC9Mx4UAPLjXmLZ8MBsI5dsIO-cq9M,Austin,Texas,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,96,Chrome Mobile WebView,Mobile,7,Android,,,Homepage,https://thebeardroller.com/,Mississauga,Ontario,Canada,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,1m53s,0,5,1
2021-11-22,338,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR00oF6bnPzWz3sZcHXI1Yfkx4dpmmrRkRrwoh2cRRLXJe2qq-I8NHvMEZI,Denver,Colorado,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,344,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0zA3tmUpoxkp4UW-m8NLeYUyv5c_ULsseYly89lpT_lAleBYGvNxNPhL8,Little Rock,Arkansas,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,15,Mobile Safari,Mobile,15,iOS,/pages/instruction,43895947342,Custom Page,https://thebeardroller.com/pages/instruction,Las Vegas,Nevada,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,,,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2_Kcde5b48beqvOEXtDGQpYZSMcH6LXygQfZghtCxhVu9pBERP91MZol4_aem_ASmKTtWQXJJ0x3mPPmel2NjDc7X6xCTrwc_DsW5t0SY5d5ankh407MoAlrpR5Fmr1GiqjmHdPw9Sd27jblldMyY8IEhEFdfwpKoPd-uYhYJrNLEcI-Y3cNmlUjGt1bAZ63M,Broussard,Louisiana,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0DDTpkNkQnWa3oHmFcXx_Hd4UZKIz5JYYTwAZgf0ilpX7Vv1IXNWcs1kI_aem_AYMumzy-UIDPjU21wmZIU4mn4NEoxyxcO5gUfuSUxrnimxZf-eYP24niEiBrsVcqPqS03iSGt4gd8aOHbVGru58nf3zrRjd-4XWuZPgBjdlwcEhPV5PMXBoRtak-waODT-8,Excelsior Springs,Missouri,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,96,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR16bGqoRVAtg41tQBK8EFwamG4CWryeonpDWNPItGqYRIeoeLmL06xbUE0,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,89,Chrome,Desktop,11,Mac OS X,,,Homepage,https://thebeardroller.com/?_fd=0,,,,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,277,Facebook,Mobile,8,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,,Iowa,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,344,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0538Uu2sOgx2FotLiPbHNkWatkue6ssMJzZmzSGYgJ0Fx76ZvvRDzi8ew,Orlando,Florida,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1YHx5fcGV3JfDDwETVxLYx37yRN_U3Qj_MLHipNM5a71bOERIONc6Qd78,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,96,Chrome Mobile,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3p2783o42JdGkR0qfBpkHGgcGAANe99uiqnVmoJlBbzSlxbWmHAkUNNwc,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/about-us,27111751758,Custom Page,https://thebeardroller.com/pages/about-us,,,United States,,,,Direct,,,3,0,0,0,0,0s,1,3,3
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1sntAHKSlzXFT6_mNEFD34ulVMMV7Wn4q_toXxipwkR9rcT_KysmBpVFs_aem_AYOjvkAu7gXAPoYO8tDfa0YGrJ0Z0M7CvccQuA2mMibenigf1yi7yPerP5Fb7UJEyjXmOfwgDeRe3uz2NWMGfW2HctaGdBRAhxNUooAxdIo7L8G6WVrWKKTtP6nehfEDWX4,Plano,Texas,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,96,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Vleuten,Provincie Utrecht,Netherlands,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11-22,95,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Washington,Utah,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3DvPt2THizC31BTka63yGvIoBdclA92a4Ngpftu3xPl411fzo0ShpAKbI,Gardena,California,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1jNEvszSVuc53EtTaFCRF4jU9WFfT9GVByMSO-ER91bE1AbFD6ZsMFEy8,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,89,Chrome,Desktop,11,Mac OS X,/collections/all,,Collection,https://thebeardroller.com/collections/all?_fd=0,Council Bluffs,Iowa,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-22,345,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3i6F8uqvkT7jzzB-eNUzUAazE8wKJjMKaIxbZiJbfv2xMrk1FVLhkWEOI,Wakefield,Rhode Island,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2hsZAkc44Q0BFC8K_RFIXprOZXK6yZghob6ZTFyyb5D-pitWTOp9Uih0g_aem_Aek21Gt9k8_kN0AqKAVv-hwy0Cu9yxsRUj6YU4Iqm5f5lzVZsNeVge9m16yxyPW9KjB2Suce7QisPpwkoWAXM_kG-k0FKw0RzS8S_KorDW9bBxgqpnqsFqysVMLD1DYFa6Y,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/about-us,27111751758,Custom Page,https://thebeardroller.com/pages/about-us,Ashburn,Virginia,United States,,,,Direct,,,11,0,0,0,0,0s,1,11,11
2021-11-22,94,Chrome,Desktop,,Linux,/pages/terms-of-service,27111587918,Custom Page,https://thebeardroller.com/pages/terms-of-service,,,United States,,,,Direct,,,3,0,0,0,0,0s,1,3,3
2021-11-22,,Facebook,Mobile,15,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR35PqYmR8d-SWX78gjkap-i4Jonjs05Bztslb0vFa4iNrCDscLhMKGL9eM_aem_AXmq37v6tgwWbzXwyU3USQzlb8J3Ts292CWcK8Q_o8E569c5uAAcwl4KT1caKl04jQLDLJDSsnqwd56B_F0K6PcSIKdVn_N_Imf0EHDM19KgjQ6mCzTk-yucjsdWfdEzKrU,College Park,Maryland,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-22,94,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,Ashburn,Virginia,United States,,,,Direct,,,8,0,0,0,0,0s,1,8,8
2021-11-22,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR01elukWIZnXLlG_NxcDPXD7QxSvAIDCSn0Jz7Am3opL3LXYS-7OROnidQ,,,Ireland,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,14,Mobile Safari,Mobile,14,iOS,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,Abu Dhabi,Abu Dhabi,United Arab Emirates,www.google.com.au,Google,,Search,,www.google.com.au,1,0,0,0,0,0s,1,1,1
2021-11-23,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0z-xmGkemh-ipGC21N1cOcLumB6s1R4q-fJGwwrco-093y0aGcASLUxyU_aem_AQ5Z7C540p6LiVtQJcZ_6uiIa_dm3HTIy0EPkCOYYXCL4LsyhLZXeFYsVX4J4w6bPjLuGr8Dwhz7iFwCNIyIkLR5cfmDClIUQl-HFy6_xve2GyWyQ4TryNfgkoVVgHWj_js,Lewisburg,Tennessee,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0nJ9oXOrl01NEhXWJ9FyHUBuU2OgaN2guzA1xvzBFU0iGHLIBvHPI3nmM,Olmsted Falls,Ohio,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2_EGlcqD09hYexLs5rL2rH4d2cz91VOzP2vwOvMAbBRCyiK6wcgPvicaM_aem_AaiICYNsC34K82CqH_a95GCCUgXr51NmfeqK_Fylj4CgGvHRwdGp1SG70Pi3Y5DhzpMxyI5JHlZiZ72wFPGBXEvigiCa5fEaXgjrpMnDaVbTIJN3WsHLRx030Th_xrTRp-w,Leesville,South Carolina,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3NkOSKABNFIOfbbNb1sFyadC33hxXkOvnJM-2cMRuKHNT-fLVyyETag0E_aem_ASiayFQ1sWFiVAlH1q1qYGHqXBQag6AxnutbrS3pp1Fm32MfsWJGRvvv66KoQHKX-udAiDoP6DBMld823Xj9-v9uYmtMSYP2IYWEITbSZWBzvyOGnX8RS7wciE03Oqj4cIU,Wrangell,Alaska,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0s2UqIZmJXEJIuBzCOi6SdthwRoOqQAl-3x6ho8nBP7UkRj14FseBswh0,Pittsburgh,Pennsylvania,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2GTOS6X0yCEyhyIyKlAYk9vyTJbYr4mzRI0Ald79l_Jk7w2UIGgFqE15g,Fort Wayne,Indiana,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,59s,0,3,1
2021-11-23,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0hGk37guQwyQk1ZUR4rGR2vQE0TzodRhLUfjW5GTciqqwWgmaIiFR92jA,Starke,Florida,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR26XSK8P77JsKk5yCyQuGo00braqBX1x11_ukTVAr2TFW3t39uX5o6W3eo_aem_ASjq3l452JPf5PfHwjDh5Nm1vrcNtPt_x6EfEcurzagx0YaJ1sbEEcAKKIReNisU-jlXnd1_UtR1aSPUFa3eOknO9gCqvrKQ5i_klpA9S1iaW0w5K8XIAwOjlZfbIdaaduQ,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,12,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3_oLiUn24zA_d59i9YVjv1lgBiVwxdrRe2jc0Ut1E5qkN4WMHvFps6a9w,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,12,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3uSTap01_2b_BTMYmtnCc9s1lNVJK3WUIUhqcvltzOwd8NyVbjG0WEqAo,Denver,Colorado,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,12,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0fEcLReIRvq_3YnNbXXpD_v7lwQYxL5IiIK-EIyz0i5B6MhDXKvaq5QSI,Dorchester,Massachusetts,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR00-fRW1myjFyQ_6Rmae9AAU_um3bMQ7wiLrxO1mfndMKIhNC3OE49qbOY,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11-23,278,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Pennsville,New Jersey,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11-23,89,Chrome,Desktop,11,Mac OS X,/collections/all,,Collection,https://thebeardroller.com/collections/all?_fd=0,,,,,,,Direct,,,1,0,0,0,0,0s,1,1,1
